資料名,資料名（ヨミ）,コレクション名,言語,種別,編著者,編著者（ヨミ）,発行者,出版地,刊行年、書写年等,刊行年月日（西暦),形態,内容記述,Alternative Title,Alternative,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
解體新書 4巻圖1巻 卷之4,カイタイ シンショ|Kaitai shinsho,古典籍コレクション [医学図書館],日本語,和古書,"Kulmus, Johann Adam著|杉田 玄白譯|中川 淳庵校|石川 玄常参|桂川 甫周閲|小田野 直武画","Kulmus, Johann Adam|スギタ, ゲンパク|ナカガワ, ジュンアン|イシカワ, ゲンジョウ|カツラガワ, ホシュウ|オダノ, ナオタケ",須原屋市兵衞,,安永3 [1774],1774,"5冊, 27cm","請求記号: V11:k16|圖の扉に「咊柬飜譯」「天眞樓」とあり|帙入り|四周単辺無界10行17字、単魚尾|訓点付|印記: 「鈴木」,「延壽堂」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/baf09bb8-01cf-3732-a4c8-970506b23b34.json,baf09bb8-01cf-3732-a4c8-970506b23b34,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/baf09bb8-01cf-3732-a4c8-970506b23b34,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae33b3a63a1b9134a47aab5394085170ceee02d0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183389,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,241,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/baf09bb8-01cf-3732-a4c8-970506b23b34/manifest,,,,,29
[解體新書圖],カイタイ シンショ ズ|Kaitai shinsho zu,古典籍コレクション [医学図書館],日本語,和古書,小田野 直武,"オダノ, ナオタケ",[書写者不明],,[書写年不明],,25cm,請求記号: HR:315|写本|書名は目録作成者による|跋に「我友人杉田玄白所譯之解體新書成矣令予寫之圖焉(中略) 東羽秋田藩小田野直武」とあり|印記: 「白田舎藏」|巻末に「江戸本屋小大良作古ギ」と墨書あり,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b93a88d3-2b78-0e44-73a9-3da1c7ce08ed.json,b93a88d3-2b78-0e44-73a9-3da1c7ce08ed,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/b93a88d3-2b78-0e44-73a9-3da1c7ce08ed,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cc4ca0f24d380f63c1dd2c772902e52a1c6ee4dd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183390,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,242,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b93a88d3-2b78-0e44-73a9-3da1c7ce08ed/manifest,,,,,24
文政四年解臟圖賦,ブンセイ 4ネン カイゾウ ズフ|Bunsei yonen kaizo zufu,古典籍コレクション [医学図書館],日本語,和古書,池田 通斎撰著|藤田 長禎参訂,"イケダ, ツウサイ|フジタ, ナガヨシ",[復堂],,文政5 [1822],1822,27cm,請求記号: HR:262|序事及び版心の書名: 解臟圖賦|見返しに「復堂藏」とあり|刊記に「文政五年壬午春三月刻成焉」とあり|彫刻: 田原十兵衞重興|摺工: 菊舎太兵衛|多色刷り|帙入り|四周単辺無界10行22字、単魚尾|頭注あり|訓点付|巻末に「復堂池田先生著述篇目」を附す|虫損あり,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a84073b8-41d6-787a-9547-1d75426564e3.json,a84073b8-41d6-787a-9547-1d75426564e3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/a84073b8-41d6-787a-9547-1d75426564e3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b3ae89c65ee1c6678d4a921be9867b4b94a965d4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183391,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,243,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a84073b8-41d6-787a-9547-1d75426564e3/manifest,,,,,45
醫科全書 1:解剖篇1,イカ ゼンショ|Ika zensho,古典籍コレクション [医学図書館],日本語,和古書,東京大学医学部,トウキョウ ダイガク イガクブ,英蘭堂,,-1877,1877,,請求記号: HR:298|内容: 1:総論之部 2:躯幹骨論之部 3:上肢骨論之部 4:下肢骨論之部 5:頭骨論之部 6:顔面骨論之部|解剖篇卷之6下-24の出板人: 島村利助|解剖篇圖譜: 海都満原圖 ; 山崎元脩模冩,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6809e5bf-604f-788f-22a1-be1fcdc84469.json,6809e5bf-604f-788f-22a1-be1fcdc84469,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/6809e5bf-604f-788f-22a1-be1fcdc84469,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d4b140c50673cca84aa82ef4b970f92d9dafca14.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183392,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,244,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6809e5bf-604f-788f-22a1-be1fcdc84469/manifest,,,,,35
醫科全書 2:解剖篇2,イカ ゼンショ|Ika zensho,古典籍コレクション [医学図書館],日本語,和古書,東京大学医学部,トウキョウ ダイガク イガクブ,英蘭堂,,-1877,1877,,請求記号: HR:298|内容: 1:総論之部 2:躯幹骨論之部 3:上肢骨論之部 4:下肢骨論之部 5:頭骨論之部 6:顔面骨論之部|解剖篇卷之6下-24の出板人: 島村利助|解剖篇圖譜: 海都満原圖 ; 山崎元脩模冩,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f7bccb4a-7fc2-2837-537a-a76ac2ca3dca.json,f7bccb4a-7fc2-2837-537a-a76ac2ca3dca,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/f7bccb4a-7fc2-2837-537a-a76ac2ca3dca,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/701a1131669f39a0cf7e429ee582e29692665143.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183393,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,245,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f7bccb4a-7fc2-2837-537a-a76ac2ca3dca/manifest,,,,,43
醫科全書 3:解剖篇3,イカ ゼンショ|Ika zensho,古典籍コレクション [医学図書館],日本語,和古書,東京大学医学部,トウキョウ ダイガク イガクブ,英蘭堂,,-1877,1877,,請求記号: HR:298|内容: 1:総論之部 2:躯幹骨論之部 3:上肢骨論之部 4:下肢骨論之部 5:頭骨論之部 6:顔面骨論之部|解剖篇卷之6下-24の出板人: 島村利助|解剖篇圖譜: 海都満原圖 ; 山崎元脩模冩,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/21c2378e-19ae-8ca3-975e-48b7ed2c9ba8.json,21c2378e-19ae-8ca3-975e-48b7ed2c9ba8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/21c2378e-19ae-8ca3-975e-48b7ed2c9ba8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e8047640a24a34fc39064c237148501f06effa62.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183394,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,246,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/21c2378e-19ae-8ca3-975e-48b7ed2c9ba8/manifest,,,,,47
醫科全書 4:解剖篇4,イカ ゼンショ|Ika zensho,古典籍コレクション [医学図書館],日本語,和古書,東京大学医学部,トウキョウ ダイガク イガクブ,英蘭堂,,-1877,1877,,請求記号: HR:298|内容: 1:総論之部 2:躯幹骨論之部 3:上肢骨論之部 4:下肢骨論之部 5:頭骨論之部 6:顔面骨論之部|解剖篇卷之6下-24の出板人: 島村利助|解剖篇圖譜: 海都満原圖 ; 山崎元脩模冩,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b6b16195-8fb4-3d92-3e98-19a21bcd288e.json,b6b16195-8fb4-3d92-3e98-19a21bcd288e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/b6b16195-8fb4-3d92-3e98-19a21bcd288e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/530f4cf34da8cbeedb6059126e335a075a6ac2be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183395,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,247,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b6b16195-8fb4-3d92-3e98-19a21bcd288e/manifest,,,,,60
安政箇勞痢流行記,アンセイ コロリ リュウコウキ|Ansei korori ryukoki,古典籍コレクション [医学図書館],日本語,和古書,仮名垣 魯文,"カナガキ, ロブン",天壽堂,,安政5 [1858],1858,26cm,請求記号: HR:343|書名は概畧による|序の書名: 轉寢の遊目|刊記に「于時安政五戊午季穐九月 天壽堂藏梓」とあり|多色刷り|虫損あり,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f71a7ca1-55cb-78ef-9ef4-5b4a86492c2f.json,f71a7ca1-55cb-78ef-9ef4-5b4a86492c2f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/f71a7ca1-55cb-78ef-9ef4-5b4a86492c2f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a40ff095530520763803bf0beab5ea2da9bee2c9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183396,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,248,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f71a7ca1-55cb-78ef-9ef4-5b4a86492c2f/manifest,,,,,27
解體發蒙 4巻附録1巻 卷之1,カイタイ ハツモウ|Kaitai hatsumo,古典籍コレクション [医学図書館],日本語,和古書,三谷 笙洲,"ミタニ, ソウシュウ",河内屋茂兵衛,,文化13 [1816],1816,"5冊, 26cm","請求記号: V10:107|題簽の書名: 藏府眞冩解體發蒙|藤玄秀, 源準, 晁憲章同較|見返しに「文化癸酉新鐫」「浪華書肆 岡田群玉堂」とあり|多色刷り|頭注あり|印記: 「谷口竹治郎」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/d3e93bdd-5e34-20a4-8d29-2ed7e44b44d5.json,d3e93bdd-5e34-20a4-8d29-2ed7e44b44d5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/d3e93bdd-5e34-20a4-8d29-2ed7e44b44d5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b3349a4f060cfe019845dd8caccb50e5c2e13200.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183397,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,249,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/d3e93bdd-5e34-20a4-8d29-2ed7e44b44d5/manifest,,,,,32
解體發蒙 4巻附録1巻 卷之2,カイタイ ハツモウ|Kaitai hatsumo,古典籍コレクション [医学図書館],日本語,和古書,三谷 笙洲,"ミタニ, ソウシュウ",河内屋茂兵衛,,文化13 [1816],1816,"5冊, 26cm","請求記号: V10:107|題簽の書名: 藏府眞冩解體發蒙|藤玄秀, 源準, 晁憲章同較|見返しに「文化癸酉新鐫」「浪華書肆 岡田群玉堂」とあり|多色刷り|頭注あり|印記: 「谷口竹治郎」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/04e8ac44-0e79-4d4e-743b-00648c4fa517.json,04e8ac44-0e79-4d4e-743b-00648c4fa517,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/04e8ac44-0e79-4d4e-743b-00648c4fa517,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ce47b6c2dc887c87879e56421ee4b3467cdbc85e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183398,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,250,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/04e8ac44-0e79-4d4e-743b-00648c4fa517/manifest,,,,,33
解體發蒙 4巻附録1巻 卷之3,カイタイ ハツモウ|Kaitai hatsumo,古典籍コレクション [医学図書館],日本語,和古書,三谷 笙洲,"ミタニ, ソウシュウ",河内屋茂兵衛,,文化13 [1816],1816,"5冊, 26cm","請求記号: V10:107|題簽の書名: 藏府眞冩解體發蒙|藤玄秀, 源準, 晁憲章同較|見返しに「文化癸酉新鐫」「浪華書肆 岡田群玉堂」とあり|多色刷り|頭注あり|印記: 「谷口竹治郎」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5bd28b71-2d22-2712-7b76-a570435b7b3f.json,5bd28b71-2d22-2712-7b76-a570435b7b3f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/5bd28b71-2d22-2712-7b76-a570435b7b3f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d3eb51b6e97946e28c7d064dfbdca6f12cf12ecb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183399,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,251,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5bd28b71-2d22-2712-7b76-a570435b7b3f/manifest,,,,,35
解體發蒙 4巻附録1巻 卷之4,カイタイ ハツモウ|Kaitai hatsumo,古典籍コレクション [医学図書館],日本語,和古書,三谷 笙洲,"ミタニ, ソウシュウ",河内屋茂兵衛,,文化13 [1816],1816,"5冊, 26cm","請求記号: V10:107|題簽の書名: 藏府眞冩解體發蒙|藤玄秀, 源準, 晁憲章同較|見返しに「文化癸酉新鐫」「浪華書肆 岡田群玉堂」とあり|多色刷り|頭注あり|印記: 「谷口竹治郎」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/270344f2-7d9c-54b4-a2f2-031be1706db3.json,270344f2-7d9c-54b4-a2f2-031be1706db3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/270344f2-7d9c-54b4-a2f2-031be1706db3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5b111a9421acc12f5e1d3eb2ca22fe074b486e6d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183400,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,252,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/270344f2-7d9c-54b4-a2f2-031be1706db3/manifest,,,,,34
解體發蒙 4巻附録1巻 附録,カイタイ ハツモウ|Kaitai hatsumo,古典籍コレクション [医学図書館],日本語,和古書,三谷 笙洲,"ミタニ, ソウシュウ",河内屋茂兵衛,,文化13 [1816],1816,"5冊, 26cm","請求記号: V10:107|題簽の書名: 藏府眞冩解體發蒙|藤玄秀, 源準, 晁憲章同較|見返しに「文化癸酉新鐫」「浪華書肆 岡田群玉堂」とあり|多色刷り|頭注あり|印記: 「谷口竹治郎」|虫損あり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9caeaaf0-1fa6-04b9-423a-412ea4f65728.json,9caeaaf0-1fa6-04b9-423a-412ea4f65728,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/9caeaaf0-1fa6-04b9-423a-412ea4f65728,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/02b3ef872f291f35099282d83d644ab3865e3b15.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183401,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,253,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9caeaaf0-1fa6-04b9-423a-412ea4f65728/manifest,,,,,37
子玄子産論 4巻附録1巻 卷第1-2,シゲンシ サンロン|Shigenshi sanron,古典籍コレクション [医学図書館],日本語,和古書,"賀川 玄悦著|賀川 玄迪, 山脇 叔光同校","カガワ, ゲンエツ|カガワ, ゲンユウ ヤマワキ, シュクコウ",須原屋茂兵衛,,安永4 [1775],1775,"2冊, 27cm","請求記号: V10:123|見返し及び版心の書名: 産論|題簽による巻次: [乾], 坤|奥付に「明和二年乙酉秋八月」とあり|見返しに「安永乙未考訂」「平安濟世館藏版」とあり(「濟世館」の朱印あり)|四周双辺有界10行18字、単魚尾|頭注あり|訓点付|印記: 「枩宮堂藏書記」|各裏見返しに「杏樹館白圭」と墨書あり|朱墨書き入れあり|貼り込みあり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/30613ee6-61f4-4127-4043-827dc4374081.json,30613ee6-61f4-4127-4043-827dc4374081,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/30613ee6-61f4-4127-4043-827dc4374081,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c3fe89d8f95230ddeb3e8c7d78d392934e3ea5d9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183402,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,254,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/30613ee6-61f4-4127-4043-827dc4374081/manifest,,,,,39
"子玄子産論 4巻附録1巻 卷第3-4, 附録",シゲンシ サンロン|Shigenshi sanron,古典籍コレクション [医学図書館],日本語,和古書,"賀川 玄悦著|賀川 玄迪, 山脇 叔光同校","カガワ, ゲンエツ|カガワ, ゲンユウ ヤマワキ, シュクコウ",須原屋茂兵衛,,安永4 [1775],1775,"2冊, 27cm","請求記号: V10:123|見返し及び版心の書名: 産論|題簽による巻次: [乾], 坤|奥付に「明和二年乙酉秋八月」とあり|見返しに「安永乙未考訂」「平安濟世館藏版」とあり(「濟世館」の朱印あり)|四周双辺有界10行18字、単魚尾|頭注あり|訓点付|印記: 「枩宮堂藏書記」|各裏見返しに「杏樹館白圭」と墨書あり|朱墨書き入れあり|貼り込みあり",,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/99c3d8ff-90c6-0b37-18a0-c91ecf1d5108.json,99c3d8ff-90c6-0b37-18a0-c91ecf1d5108,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/medlib/document/99c3d8ff-90c6-0b37-18a0-c91ecf1d5108,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/de9391fac4d4a0f9bcaa5b63cb5b1e4f2970e275.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/1183403,"東京大学医学図書館 Medical Library, The University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,医学図書館デジタル史料室,255,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/99c3d8ff-90c6-0b37-18a0-c91ecf1d5108/manifest,,,,,36
