タイトル,概要,flickr,データのタイトル,データの識別子,著作のタイトル,著作の責任,著作の時期,著作の年,著作の構成,バージョンの責任,バージョンの成立時期,バージョンの成立年,バージョンの技法,バージョンの大きさ（縦×横）,バージョンの行字数,資料化の技法,外題,数量,装訂,大きさ（縦×横）,印記,出所,状態,請求記号,原簿番号,付加的記載,参考文献,資料化の時期,資料化の年,バージョンの成立場所,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
八旗氏族通譜 五十五 五十六 [G30495-23],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157688772695450,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,7878d837-d500-4a8d-bcbe-599faf1481b5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7878d837-d500-4a8d-bcbe-599faf1481b5,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186465/40797724031_bb049ff904_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186465,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-23,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186465/manifest,,,,,61
八旗氏族通譜 五十七 五十八 [G30495-24],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157666702264508,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,e26a46f4-2868-4677-8f15-a32fd50ddbf1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/e26a46f4-2868-4677-8f15-a32fd50ddbf1,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186466/40797692541_b9dca0bf42_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186466,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-24,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186466/manifest,,,,,72
八旗氏族通譜 五十九至六十三 [G30495-25],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157664660915077,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,7d4f0259-f190-4d61-ba53-3ba1fead3790,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/7d4f0259-f190-4d61-ba53-3ba1fead3790,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186467/26927942028_3554a963d0_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186467,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-25,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186467/manifest,,,,,87
八旗氏族通譜 六十四至六十六 [G30495-26],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157664660923537,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,d273af0a-6c99-41e5-8918-1ab5b08f75c8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/d273af0a-6c99-41e5-8918-1ab5b08f75c8,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186468/38988252260_f40a906627_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186468,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-26,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186468/manifest,,,,,72
八旗氏族通譜 六十七 六十八 [G30495-27],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157666702272068,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,69a7ccbf-84f6-4b30-ac15-edc924c93a0c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/69a7ccbf-84f6-4b30-ac15-edc924c93a0c,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186469/26928344768_60f5375fd9_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186469,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-27,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186469/manifest,,,,,70
八旗氏族通譜 六十九至七十一 [G30495-28],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157688773557140,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,592783c9-1f5c-49aa-91c6-2cc5a07bd35c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/592783c9-1f5c-49aa-91c6-2cc5a07bd35c,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186470/39903598775_ca6a816a8f_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186470,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-28,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186470/manifest,,,,,61
八旗氏族通譜 七十一至七十三 [G30495-29],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693714540794,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,4a619557-9578-46cf-a52a-24bc5e7c0d79,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/4a619557-9578-46cf-a52a-24bc5e7c0d79,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186471/40088578644_bfc2c59d02_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186471,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-29,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186471/manifest,,,,,59
八旗氏族通譜 七十四 七十五 [G30495-30],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693714545464,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,3d887282-c1fb-4a64-91eb-e10078fc508b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/3d887282-c1fb-4a64-91eb-e10078fc508b,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186472/38988137690_006f7db406_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186472,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-30,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186472/manifest,,,,,53
八旗氏族通譜 七十六 七十七 [G30495-31],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157693714559594,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,2dd46b79-cd14-40db-8797-0be8d706541d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/2dd46b79-cd14-40db-8797-0be8d706541d,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186473/40756318052_82b73feb37_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186473,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-31,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186473/manifest,,,,,79
八旗氏族通譜 七十八至八十 [G30495-32],中国清時代に刊行された満文書籍。,https://www.flickr.com/photos/asianresearchlibrary/sets/72157694465579555,八旗氏族通譜八十巻首一巻 Baqi Shizu Tongpu 80 juan shou 1 juan Jakūn Gūsai Manjusai Mukūn Hala Be Uheri Ejehe Bithe 八旗氏族通谱八十卷首一卷 八旗氏族通譜八十卷首一卷,G30495,(巻首題)jakūn gūsai manjusai mukūn hala be uheri ejehe bithe,(清)弘昼奉勅撰,(清)乾隆9年12月3日,1745年,"首巻, 80巻",,,,木版,(内框)19.3×13.1cm,10行,印本,八旗氏族通譜,32冊,"線装, 四針眼釘法",27.2×17.2cm,東京帝国大学図書印,東京大学総合図書館所蔵,,G30-495,B33491,,"多賀秋五郎『中国宗譜の研究』上巻, 東京, 日本学術振興会, 1981, pp.472-473",,,,b01e58d8-019c-4f4a-9a70-a1296dca7798,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/uparl/document/b01e58d8-019c-4f4a-9a70-a1296dca7798,https://www.lib.u-tokyo.ac.jp/ja/library/general/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/square/186474/38988340740_4c3143d92c_o.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/186474,"東京大学附属図書館アジア研究図書館上廣倫理財団寄付研究部門 / Uehiro Project for the Asian Research Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,漢籍・碑帖拓本資料,G30495-32,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/186474/manifest,,,,,67
