タイトル,巻号,西暦,発行日,発行機関,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
神戸商業会議所調査 第286号 大正13年5月12日,第286号,1924,大正13年5月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cbd85932-4dbc-8d6e-0bfe-d076dfa906fb.json,cbd85932-4dbc-8d6e-0bfe-d076dfa906fb,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/cbd85932-4dbc-8d6e-0bfe-d076dfa906fb,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/68f71cb412dab40e3735b33ec9fce5446be158f9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612365,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0492,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cbd85932-4dbc-8d6e-0bfe-d076dfa906fb/manifest,,,,,2
神戸商業会議所調査 第287号 大正13年5月15日,第287号,1924,大正13年5月15日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2fd330df-12d7-73e3-31f9-866ebf7f02f1.json,2fd330df-12d7-73e3-31f9-866ebf7f02f1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2fd330df-12d7-73e3-31f9-866ebf7f02f1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/30eca35a31459e871fd6ed4fb964fc0e9a013572.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612364,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0493,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fd330df-12d7-73e3-31f9-866ebf7f02f1/manifest,,,,,3
神戸商業会議所調査 第288号 大正13年5月24日,第288号,1924,大正13年5月24日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/406700b9-5662-64a0-3eb0-b73000a3066e.json,406700b9-5662-64a0-3eb0-b73000a3066e,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/406700b9-5662-64a0-3eb0-b73000a3066e,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d0f7026f38e762a988280a46943a8ff62323635e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612363,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0494,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/406700b9-5662-64a0-3eb0-b73000a3066e/manifest,,,,,1
神戸商業会議所調査 第289号 大正13年6月4日,第289号,1924,大正13年6月4日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a25aa5c5-546d-2beb-a231-f34dc7752274.json,a25aa5c5-546d-2beb-a231-f34dc7752274,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a25aa5c5-546d-2beb-a231-f34dc7752274,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0981912d4ebf1ff35597ac4d18d8f2b589836980.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612362,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0495,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a25aa5c5-546d-2beb-a231-f34dc7752274/manifest,,,,,1
神戸商業会議所調査 第290号 大正13年6月1日,第290号,1924,大正13年6月1日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c5977101-6eb8-442a-1d6f-7e3f750e8341.json,c5977101-6eb8-442a-1d6f-7e3f750e8341,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c5977101-6eb8-442a-1d6f-7e3f750e8341,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ed0fba75d4a3982fc9abd4f99ab615d0fb615d46.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612361,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0496,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c5977101-6eb8-442a-1d6f-7e3f750e8341/manifest,,,,,1
神戸商業会議所調査 第291号 大正13年6月7日,第291号,1924,大正13年6月7日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f42eab3c-261c-1a29-7329-c790c7c0882f.json,f42eab3c-261c-1a29-7329-c790c7c0882f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f42eab3c-261c-1a29-7329-c790c7c0882f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/63073745fdcfb35259a938c6266b7a8dac0953fe.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612360,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0497,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f42eab3c-261c-1a29-7329-c790c7c0882f/manifest,,,,,2
神戸商業会議所調査 第292号 大正13年6月10日,第292号,1924,大正13年6月10日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c068150d-2505-73ad-6caa-8d4245596ea4.json,c068150d-2505-73ad-6caa-8d4245596ea4,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c068150d-2505-73ad-6caa-8d4245596ea4,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/4ffeacb0b654ff3e5c3d59f1f6c90d018bb5a526.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612359,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0498,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c068150d-2505-73ad-6caa-8d4245596ea4/manifest,,,,,2
神戸商業会議所調査 第293号 大正13年6月17日,第293号,1924,大正13年6月17日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a718be7e-3940-66c1-6eb7-322889f2a65c.json,a718be7e-3940-66c1-6eb7-322889f2a65c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a718be7e-3940-66c1-6eb7-322889f2a65c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2e6e05433e80e04016c711afe3e7dd270d1629f6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612358,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0499,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a718be7e-3940-66c1-6eb7-322889f2a65c/manifest,,,,,3
神戸商業会議所調査 第294号 大正13年7月2日,第294号,1924,大正13年7月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8462a258-4d27-9e54-21f6-122a38fd6237.json,8462a258-4d27-9e54-21f6-122a38fd6237,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/8462a258-4d27-9e54-21f6-122a38fd6237,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/40000c56d979168b43c402a1e802a53b7b828d54.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612357,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0500,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8462a258-4d27-9e54-21f6-122a38fd6237/manifest,,,,,1
神戸商業会議所調査 第295号 大正13年7月,第295号,1924,大正13年7月,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a08c8143-3c36-8b6f-9417-22513d165865.json,a08c8143-3c36-8b6f-9417-22513d165865,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a08c8143-3c36-8b6f-9417-22513d165865,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/726b79132412ea5ee8a537703ddf1e8b5534710b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612356,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0501,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a08c8143-3c36-8b6f-9417-22513d165865/manifest,,,,,1
神戸商業会議所調査 第296号 大正13年7月8日,第296号,1924,大正13年7月8日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5fc8b56d-17b9-9a0e-3683-6d755e635482.json,5fc8b56d-17b9-9a0e-3683-6d755e635482,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5fc8b56d-17b9-9a0e-3683-6d755e635482,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5499afbb10b8d2dea2b7a54a555e8fd363afdbeb.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612355,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0502,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5fc8b56d-17b9-9a0e-3683-6d755e635482/manifest,,,,,2
神戸商業会議所調査 第297号 大正13年7月8日,第297号,1924,大正13年7月8日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/774dec98-5098-706c-5360-2ccfafbd5b8c.json,774dec98-5098-706c-5360-2ccfafbd5b8c,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/774dec98-5098-706c-5360-2ccfafbd5b8c,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/60bd9cf3f0149703f9705aac270f4a28656ab9ac.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612354,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0503,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/774dec98-5098-706c-5360-2ccfafbd5b8c/manifest,,,,,2
神戸商業会議所調査 第298号 大正13年7月15日,第298号,1924,大正13年7月15日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/03f5bfaa-4df3-1c27-9313-37d43f0f976d.json,03f5bfaa-4df3-1c27-9313-37d43f0f976d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/03f5bfaa-4df3-1c27-9313-37d43f0f976d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/cc68af1d3eb300e29f9c869e4a59f41fe02d7a51.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612353,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0504,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/03f5bfaa-4df3-1c27-9313-37d43f0f976d/manifest,,,,,3
神戸商業会議所調査 第299号 大正13年7月18日,第299号,1924,大正13年7月18日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/83780fa5-6d20-7db3-1b68-4f89d44e8059.json,83780fa5-6d20-7db3-1b68-4f89d44e8059,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/83780fa5-6d20-7db3-1b68-4f89d44e8059,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3c621614c4b69ab65c201da98a9b83f666e33c8a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612352,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0505,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/83780fa5-6d20-7db3-1b68-4f89d44e8059/manifest,,,,,1
神戸商業会議所調査 第300号 大正13年8月2日,第300号,1924,大正13年8月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c1f789c6-77c8-0a26-99e4-2b9927a442fc.json,c1f789c6-77c8-0a26-99e4-2b9927a442fc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/c1f789c6-77c8-0a26-99e4-2b9927a442fc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/076fb8d5dd36b2dcb4650ed7bae53c403a3c2e03.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612351,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0506,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/c1f789c6-77c8-0a26-99e4-2b9927a442fc/manifest,,,,,1
神戸商業会議所調査 第301号 大正13年8月2日,第301号,1924,大正13年8月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5133507c-671b-435e-807f-50f166a29a4d.json,5133507c-671b-435e-807f-50f166a29a4d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/5133507c-671b-435e-807f-50f166a29a4d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1d552b6aa389f945f0dc5aa00eb543dec6597a49.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612350,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0507,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5133507c-671b-435e-807f-50f166a29a4d/manifest,,,,,1
神戸商業会議所調査 第302号 大正13年8月8日,第302号,1924,大正13年8月8日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f48b26d0-50fc-81c8-84f6-660c2b4701dc.json,f48b26d0-50fc-81c8-84f6-660c2b4701dc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/f48b26d0-50fc-81c8-84f6-660c2b4701dc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b0845f918449dd9f51bfa9304e23b6c8ad43def.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612349,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0508,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f48b26d0-50fc-81c8-84f6-660c2b4701dc/manifest,,,,,2
神戸商業会議所調査 第303号 大正13年8月12日,第303号,1924,大正13年8月12日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e43aabf0-231b-6a11-3df3-d55322836f50.json,e43aabf0-231b-6a11-3df3-d55322836f50,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/e43aabf0-231b-6a11-3df3-d55322836f50,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/40f1e791465978f0db45db108d275d456ea2f746.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612348,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0509,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e43aabf0-231b-6a11-3df3-d55322836f50/manifest,,,,,2
神戸商業会議所調査 第304号 大正13年8月16日,第304号,1924,大正13年8月16日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a956a872-4cb6-10cb-8fb5-a48002423ce3.json,a956a872-4cb6-10cb-8fb5-a48002423ce3,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a956a872-4cb6-10cb-8fb5-a48002423ce3,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0b92b2ff94085f18b74255ce70cb606a57b5dd26.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612347,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0510,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a956a872-4cb6-10cb-8fb5-a48002423ce3/manifest,,,,,3
神戸商業会議所調査 第305号 大正13年8月22日,第305号,1924,大正13年8月22日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a3cf2b8b-659a-202c-87bf-1ee5d7d19727.json,a3cf2b8b-659a-202c-87bf-1ee5d7d19727,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/a3cf2b8b-659a-202c-87bf-1ee5d7d19727,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dd3e541cc2414149dc177cbe388342e61fc4b0bc.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612346,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0511,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a3cf2b8b-659a-202c-87bf-1ee5d7d19727/manifest,,,,,1
神戸商業会議所調査 第306号 大正13年9月2日,第306号,1924,大正13年9月2日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2f578885-5e51-2b50-a472-ebfb9f5c35ac.json,2f578885-5e51-2b50-a472-ebfb9f5c35ac,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/2f578885-5e51-2b50-a472-ebfb9f5c35ac,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/27cfd726214763f16387a8826ebfe8306eb91a85.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612345,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0512,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2f578885-5e51-2b50-a472-ebfb9f5c35ac/manifest,,,,,1
神戸商業会議所調査 第307号 大正13年9月6日,第307号,1924,大正13年9月6日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/83f92d78-542a-4fb3-4858-56072ebf2138.json,83f92d78-542a-4fb3-4858-56072ebf2138,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/83f92d78-542a-4fb3-4858-56072ebf2138,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/0eed4949a9fac61449a840e95ad13158f4c69e64.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612344,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0513,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/83f92d78-542a-4fb3-4858-56072ebf2138/manifest,,,,,1
神戸商業会議所調査 第308号 大正13年9月11日,第308号,1924,大正13年9月11日,神戸商業会議所,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/75e582c1-9087-266e-5afa-2478b3088ba1.json,75e582c1-9087-266e-5afa-2478b3088ba1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/soto_econ/document/75e582c1-9087-266e-5afa-2478b3088ba1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/3a8633094f428f3937748cfc614ce80022b80418.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/612343,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,総合図書館所蔵経済学関係資料,0514,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/75e582c1-9087-266e-5afa-2478b3088ba1/manifest,,,,,2
