表題,種別,コレクション名,請求記号,タイトルヨミ,日付,号,面,備考,出版社,出版地,封筒,画像注記,差出,宛,編著者,年月日,サイズ,シリーズ名,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
改進新聞 明治17(1884)年9月7日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1884-09-07,456,1-4,号外1面、附録2面あり,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/036db3e5-51da-9dc6-9f9c-3cdecf9451cc.json,036db3e5-51da-9dc6-9f9c-3cdecf9451cc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/036db3e5-51da-9dc6-9f9c-3cdecf9451cc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/88e63b1005dd910ae8b55fa349b8c9cc07a90a3a.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/415853,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/036db3e5-51da-9dc6-9f9c-3cdecf9451cc/manifest,,,,,7
改進新聞 明治19(1886)年3月5日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-03-05,889,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/a3c73b4a-6df2-1748-9b4e-6037fc6d0ac2.json,a3c73b4a-6df2-1748-9b4e-6037fc6d0ac2,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/a3c73b4a-6df2-1748-9b4e-6037fc6d0ac2,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9a45c69c2b7faab3a2738d171f4a21a64cdaeaef.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416286,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/a3c73b4a-6df2-1748-9b4e-6037fc6d0ac2/manifest,,,,,4
改進新聞 明治20(1887)年12月3日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1887-12-03,1422,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ee9ab55-2a94-654e-6652-f0d0263c4f5d.json,6ee9ab55-2a94-654e-6652-f0d0263c4f5d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6ee9ab55-2a94-654e-6652-f0d0263c4f5d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/db6c756624cb2372d14b7f7ee8bb41866f2d3ae6.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416793,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ee9ab55-2a94-654e-6652-f0d0263c4f5d/manifest,,,,,4
改進新聞 明治19(1886)年2月13日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-02-13,872,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/6ced10da-9f4a-4c8a-7d23-aa42e783a048.json,6ced10da-9f4a-4c8a-7d23-aa42e783a048,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/6ced10da-9f4a-4c8a-7d23-aa42e783a048,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/af8ffc6c5578f5781ae9874f988c6cf27dc7be86.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416269,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/6ced10da-9f4a-4c8a-7d23-aa42e783a048/manifest,,,,,4
[辞令],静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:65:41,,,,,,,,静岡県 韮山県別袋,,静岡縣,法月五郎左衛門,,明治16年7月5日,1枚 20×27cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/600deb9a-2aa7-3d61-3fab-ce05a594378b.json,600deb9a-2aa7-3d61-3fab-ce05a594378b,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/600deb9a-2aa7-3d61-3fab-ce05a594378b,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5ae2f5b16b5bae71dc320f4bdbaa9b9d9a0b8ffd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/423127,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/600deb9a-2aa7-3d61-3fab-ce05a594378b/manifest,,,,,1
改進新聞 明治17(1884)年11月22日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1884-11-22,519,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9ea65e70-165a-67ac-65cd-2da208ae775a.json,9ea65e70-165a-67ac-65cd-2da208ae775a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/9ea65e70-165a-67ac-65cd-2da208ae775a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/68caaf95d27218ae623f5f9e26883a65054850b4.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/415916,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9ea65e70-165a-67ac-65cd-2da208ae775a/manifest,,,,,4
改進新聞 明治20(1887)年6月1日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1887-06-01,1267,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff48b831-898b-0107-4766-0aa997191ca5.json,ff48b831-898b-0107-4766-0aa997191ca5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/ff48b831-898b-0107-4766-0aa997191ca5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f61ed4681439e339f2b08db96a1016970694dd74.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416639,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff48b831-898b-0107-4766-0aa997191ca5/manifest,,,,,4
改進新聞 明治23(1890)年1月31日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1890-01-31,2078,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/40478ed6-2ba6-3994-08bf-48c33be342d9.json,40478ed6-2ba6-3994-08bf-48c33be342d9,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/40478ed6-2ba6-3994-08bf-48c33be342d9,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/465ab3c3babdbac5ef77f0423e9d82b4456c4477.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417182,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/40478ed6-2ba6-3994-08bf-48c33be342d9/manifest,,,,,4
改進新聞 明治27(1894)年5月16日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1894-05-16,3373,1-6,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/106d89e7-4673-4188-0122-11239fd500a8.json,106d89e7-4673-4188-0122-11239fd500a8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/106d89e7-4673-4188-0122-11239fd500a8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c4a0479818fa22182d79c1b05bf2e6172a783ab9.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417478,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/106d89e7-4673-4188-0122-11239fd500a8/manifest,,,,,6
元舘縣へ年貢米拂代金之儀...,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:20:10,,,,,,,,若松県,,若松縣出張所,青森縣出張所,,壬申10月20日,1枚 27×40cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/31f4e130-802c-54f7-364b-dcf849543f2f.json,31f4e130-802c-54f7-364b-dcf849543f2f,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/31f4e130-802c-54f7-364b-dcf849543f2f,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/66081440c14916dc59ace13d1aa4cb62391d6d86.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422736,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/31f4e130-802c-54f7-364b-dcf849543f2f/manifest,,,,,1
[従来御県々より御預相成居候松平容保之家来云々〕,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:3:27,,,,,,,,青森県(一),,青森県,名古屋県、金沢県、佐倉県、古河県、飯野県、松川県,,辛未10月18日,1点 25×34cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/ff1bfd2e-649d-5c37-a125-ca559d38384a.json,ff1bfd2e-649d-5c37-a125-ca559d38384a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/ff1bfd2e-649d-5c37-a125-ca559d38384a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6c1304dcc4d250c5546a764a3f78608e7f11cda7.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422366,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/ff1bfd2e-649d-5c37-a125-ca559d38384a/manifest,,,,,1
改進新聞 明治21(1888)年11月13日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1888-11-13,1707,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b6004a6c-9ba1-4523-a44f-3def56110735.json,b6004a6c-9ba1-4523-a44f-3def56110735,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/b6004a6c-9ba1-4523-a44f-3def56110735,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b1f39f8c5ed88aebdd08cbaffa27b4d74b3994be.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417028,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b6004a6c-9ba1-4523-a44f-3def56110735/manifest,,,,,4
改進新聞 明治20(1887)年12月28日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1887-12-28,1443,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/370a83d1-847a-4ff3-1551-a027786e4305.json,370a83d1-847a-4ff3-1551-a027786e4305,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/370a83d1-847a-4ff3-1551-a027786e4305,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/dbe4fd1964721ef4b917fbf8d29220cf9008e517.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416814,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/370a83d1-847a-4ff3-1551-a027786e4305/manifest,,,,,4
今般彫刻の印左の通り,静止画資料,宮武外骨蒐集資料(府藩県制史関係),GF:4:56,,,,,,,,青森県(二),,山崎為□,八戸出張所,,明治年4月2日,1点 25×35cm,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/9dcbe046-2926-2f3b-4f50-82f111275edf.json,9dcbe046-2926-2f3b-4f50-82f111275edf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/9dcbe046-2926-2f3b-4f50-82f111275edf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/afa58b5576dfc2d2c807da1cfed34bf14e08d390.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/422448,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/9dcbe046-2926-2f3b-4f50-82f111275edf/manifest,,,,,1
改進新聞 明治24(1891)年8月8日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1891-08-08,2553,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/3ea3fcaa-0a6b-757e-92df-73fe219b2394.json,3ea3fcaa-0a6b-757e-92df-73fe219b2394,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/3ea3fcaa-0a6b-757e-92df-73fe219b2394,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/414948d4c3c8d1ce77978fc00bc0c87a73757772.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/417356,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/3ea3fcaa-0a6b-757e-92df-73fe219b2394/manifest,,,,,4
改進新聞 明治18(1885)年8月7日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1885-08-07,720,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/34b41fb1-27de-2e11-3d54-c9fc30776939.json,34b41fb1-27de-2e11-3d54-c9fc30776939,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/34b41fb1-27de-2e11-3d54-c9fc30776939,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e43f668a0deb4524852424c4bbb726cefa1e59bd.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416117,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/34b41fb1-27de-2e11-3d54-c9fc30776939/manifest,,,,,4
改進新聞 明治20(1887)年2月11日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1887-02-11,1175,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/8d32acaf-5200-53cc-2e55-297a60c347ae.json,8d32acaf-5200-53cc-2e55-297a60c347ae,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/8d32acaf-5200-53cc-2e55-297a60c347ae,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/e5834cf6554343869b4a48850eaff8ed5733d0f0.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416547,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/8d32acaf-5200-53cc-2e55-297a60c347ae/manifest,,,,,4
改進新聞 明治18(1885)年5月10日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1885-05-10,655,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/72048a09-7d0d-2b48-9302-7cd636fa92bf.json,72048a09-7d0d-2b48-9302-7cd636fa92bf,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/72048a09-7d0d-2b48-9302-7cd636fa92bf,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/7298d76564096d55e14ac4059c894f89018bd1c2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416052,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/72048a09-7d0d-2b48-9302-7cd636fa92bf/manifest,,,,,4
改進新聞 明治19(1886)年7月20日,新聞,宮武外骨蒐集資料(改進新聞),N11-6-2,カイシンシンブン,1886-07-20,1005,1-4,,三益社,東京,,,,,,,,,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/5d5dadba-0ae1-339e-8ca3-dfe217280ecc.json,5d5dadba-0ae1-339e-8ca3-dfe217280ecc,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/gaikotsu/document/5d5dadba-0ae1-339e-8ca3-dfe217280ecc,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/9e5ef916d273528642e0cef756096f76af5f2602.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/416402,"東京大学大学院法学政治学研究科附属近代日本法政史料センター明治新聞雑誌文庫 Meiji Shinbun Zasshi Bunko, Center for Modern Japanese Legal and Political Documents, The University of Tokyo Faculty of Law and Graduate Schools for Law and Politics, JAPAN",http://iiif.io/api/presentation/2#rightToLeftDirection,,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/5d5dadba-0ae1-339e-8ca3-dfe217280ecc/manifest,,,,,4
