タイトル,年月日,本文タイトル（原本）,巻頭目録タイトル（原本）,本文タイトル（標点本）,巻頭目録タイトル（標点本）,冊,巻,条,画像（開始コマ）,請求記号,類,目,影印本,標点本,Date Created,iiif viewer,ID,ウェブサイトURL,アイテムURL,利用条件,サムネイル,機械可読ドキュメント,帰属,viewingDirection,viewingHint,コレクション,ソート用項目,西暦,IIIFマニフェストURI,IIIF Search API URI,アノテーション付きIIIFマニフェストURI,Link to TAPAS Project,Text with Rich Text Format,# of media
老幼抱奏原籍詞訟行追壯丁勘問例,成化3.6.12,老幼抱奏原籍詞訟行追壯丁勘問例,老幼抱奏原籍詞訟行追壯丁勘問例,老幼抱奏原籍詞訟行追壯丁勘問例,老幼抱奏原籍詞訟行追壯丁勘問例,第8冊,卷40,第1條,0040-00004,A00:6290:8,刑部類,見禁囚犯不得告擧他(見監囚犯不得告擧他),下-189上表,乙5-604(40-1),1467-060-12,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/132b0e1c-4465-4406-a9ae-220e3e60da44.json,132b0e1c-4465-4406-a9ae-220e3e60da44,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/132b0e1c-4465-4406-a9ae-220e3e60da44,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/ae553f05ea1dc95ec4be8cc2db14e549c98bdaa2.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100354,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/132b0e1c-4465-4406-a9ae-220e3e60da44/manifest,,,,,9
敎唆寫本狀人發邊衞充軍例,成化1.9.26,敎唆寫本狀人發邊衞充軍例,敎唆寫本狀人發邊衞充軍例,敎唆寫本狀人發邊衞充軍例,敎唆寫本狀人發邊衞充軍例,第8冊,卷40,第1條,0040-00012,A00:6290:8,刑部類,敎唆詞訟,下-193上表,乙5-610(40-2),1465-090-26,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/48f44c84-ee19-4ccc-8d80-d137e0be406a.json,48f44c84-ee19-4ccc-8d80-d137e0be406a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/48f44c84-ee19-4ccc-8d80-d137e0be406a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/6516bf09ec7bb91330cc806c666f8156ad379d08.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100355,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48f44c84-ee19-4ccc-8d80-d137e0be406a/manifest,,,,,2
內外替寫本狀捏詞敎唆之人發邊遠充軍例,成化2.1.6,內外替寫本狀捏詞敎唆之人發邊遠充軍例,內外替寫本狀捏詞敎唆之人發邊衞充軍例,內外替寫本狀捏詞敎唆之人發邊遠充軍例,內外替寫本狀捏詞敎唆之人發邊衞充軍例,第8冊,卷40,第2條,0040-00013,A00:6290:8,刑部類,敎唆詞訟,下-193上裏,乙5-610(40-3),1466-010-06,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2b59b091-f846-4169-bb6c-08a03ea86dff.json,2b59b091-f846-4169-bb6c-08a03ea86dff,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2b59b091-f846-4169-bb6c-08a03ea86dff,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1b1f89547e30dbafcf1a4d1b8ec98e188e568f88.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100356,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2b59b091-f846-4169-bb6c-08a03ea86dff/manifest,,,,,3
在京替寫本狀敎唆之人照常例發落例,成化2.2.6,在京替寫本狀敎唆之人照常例發落例,在京替寫本狀敎唆之人照常例發落例,在京替寫本狀敎唆之人照常例發落例,在京替寫本狀敎唆之人照常例發落例,第8冊,卷40,第3條,0040-00015,A00:6290:8,刑部類,敎唆詞訟,下-194下表,乙5-613(40-4),1466-020-06,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/191f6e9b-cccd-47ce-aa9a-174ee3c44852.json,191f6e9b-cccd-47ce-aa9a-174ee3c44852,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/191f6e9b-cccd-47ce-aa9a-174ee3c44852,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c480380f7b579558e191c97c9e39d6bfc8b101bf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100357,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/191f6e9b-cccd-47ce-aa9a-174ee3c44852/manifest,,,,,3
受財兜掜原籍本來京頂名奏告及用財雇倩他人事發一體爲民充軍例,成化7.12.4,受財兜掜原籍本來京頂名奏告及用財雇倩他人事發一體爲民充軍例,受財兜掜原籍本狀來京項名奏告及用財雇倩他人事發一體爲民充軍例,受財兜攬原籍本[狀]來京頂名奏告及用財雇倩他人事發一體爲民充軍例,受財兜攬原籍本狀來京頂名奏告及用財雇倩他人事發一體爲民充軍例,第8冊,卷40,第4條,0040-00017,A00:6290:8,刑部類,敎唆詞訟,下-195下表,乙5-614(40-5),1471-120-04,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/725d3d9f-9112-410a-bcd6-e5074a39313a.json,725d3d9f-9112-410a-bcd6-e5074a39313a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/725d3d9f-9112-410a-bcd6-e5074a39313a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/a10457b6cfb982c8cfe1df5d1045aab93bb95697.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100358,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/725d3d9f-9112-410a-bcd6-e5074a39313a/manifest,,,,,3
在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例,成化10.11.18,在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例,在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例,在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例,在京在外各衞所但有聽使受雇結黨捏詞奏告本管官員不實者不分官旗軍俱調發極邊衞分常川守哨例,第8冊,卷40,第5條,0040-00020,A00:6290:8,刑部類,敎唆詞訟,下-197上表,乙5-616(40-6),1474-110-18,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/0a71f32e-5474-4653-b1a1-3be245f75944.json,0a71f32e-5474-4653-b1a1-3be245f75944,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/0a71f32e-5474-4653-b1a1-3be245f75944,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/b4a49138b11118b592dc37c3bebb3c6a6559091e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100359,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/0a71f32e-5474-4653-b1a1-3be245f75944/manifest,,,,,4
[邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例],[成化7.5.16],[邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例],邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例,邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例,邊民主使敎唆詞訟捏寫本狀赴京誣告十人以上者發極邊驛站照徒年限擺站例,第8冊,卷40,第6條,0040-00023,A00:6290:8,刑部類,敎唆詞訟,下-198上裏,乙5-619(40-7),1471-050-16,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/044fb94d-f554-4c4f-a85e-166aa95642a5.json,044fb94d-f554-4c4f-a85e-166aa95642a5,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/044fb94d-f554-4c4f-a85e-166aa95642a5,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/381c590cb33657ece92664e3aa288d1baf6a531e.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100360,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/044fb94d-f554-4c4f-a85e-166aa95642a5/manifest,,,,,2
主文結掜事發害人纍犯不悛及徒罪以上者充軍,成化21.11.3,主文結掜事發害人纍犯不悛及徒罪以上者充軍,主文結黨捏寫發害人纍犯不悛及徒罪以上者充軍,主文結[黨]捏(事)[寫]發害人纍犯不悛及徒罪以上者充軍,主文結黨捏寫發害人纍犯不悛及徒罪以上者充軍,第8冊,卷40,第7條,0040-00025,A00:6290:8,刑部類,敎唆詞訟,下-199下表,乙5-620(40-8),1485-110-03,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/b7e2107e-d4a6-4653-88c3-a7d7f5070f61.json,b7e2107e-d4a6-4653-88c3-a7d7f5070f61,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/b7e2107e-d4a6-4653-88c3-a7d7f5070f61,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/f13e16e054c310cdeb40d5607f61a864acb1d7cf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100361,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/b7e2107e-d4a6-4653-88c3-a7d7f5070f61/manifest,,,,,5
首軍不實者與敎唆人俱充軍,成化20.7.28,首軍不實者與敎唆人俱充軍,首軍不實者與敎唆人俱充軍,首軍不實者與敎[唆]人俱充軍,首軍不實者與敎唆人俱充軍,第8冊,卷40,第8條,0040-00030,A00:6290:8,刑部類,敎唆詞訟,下-202上表,乙5-624(40-9),1484-070-28,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/97f6106a-0025-43e6-b526-93a572e26fc8.json,97f6106a-0025-43e6-b526-93a572e26fc8,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/97f6106a-0025-43e6-b526-93a572e26fc8,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/5b99ac48f83dc2499ad04c056a1dbfdc27f43c81.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100362,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/97f6106a-0025-43e6-b526-93a572e26fc8/manifest,,,,,2
虚置雲南夷人赴京奏訴幷客人敎唆等項,弘治1.5,虚置雲南夷人赴京奏訴幷客人敎唆等項,處置雲南夷人赴京奏訴幷客人敎唆等項,處置雲南夷人赴京奏訴竝容人敎唆等項,處置雲南夷人赴京奏訴竝容人敎唆等項,第8冊,卷40,第9條,0040-00031,A00:6290:8,刑部類,敎唆詞訟,下-202下表,乙5-625(40-10),1488-050-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2c6ed3bc-84cd-41ce-a758-8133a641b3a0.json,2c6ed3bc-84cd-41ce-a758-8133a641b3a0,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2c6ed3bc-84cd-41ce-a758-8133a641b3a0,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/203bedec5072b461cc2ef3c8fc76831d06445774.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100363,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2c6ed3bc-84cd-41ce-a758-8133a641b3a0/manifest,,,,,2
四川軍民等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例,成化7.5.21,四川軍民等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例,四川軍民人等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免其問罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例,四川軍民[人]等奏告詞訟除行都司所屬建昌等衞芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例,四川軍民人等奏告詞訟除行都司所屬建昌等衙芒部等軍民府免問其罪給引照回聽理其餘成都等府衞所俱照例問罪遞回聽理例,第8冊,卷40,第1條,0040-00032,A00:6290:8,刑部類,軍民約會詞訟,下-203上表,乙5-626(40-11),1471-050-21,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/85532361-d9ab-499d-9de6-2510a7edc35d.json,85532361-d9ab-499d-9de6-2510a7edc35d,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/85532361-d9ab-499d-9de6-2510a7edc35d,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/2a8fb72151071be18dababcf1eafc467d08cb945.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100364,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/85532361-d9ab-499d-9de6-2510a7edc35d/manifest,,,,,4
軍衞有司會官約問罪囚不許托故延調例,成化9.4.17,軍衞有司會官約問罪囚不許托故延調例,軍衞有司會官納問罪囚不許托故延調例,軍衞有司會官約問罪囚不許托故延調例,軍衞有司會官約問罪囚不許托故延調例,第8冊,卷40,第2條,0040-00036,A00:6290:8,刑部類,軍民約會詞訟,下-205上表,乙5-628(40-12),1473-040-17,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/4fe86dab-a882-4fa7-97a3-7258ce0c1797.json,4fe86dab-a882-4fa7-97a3-7258ce0c1797,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/4fe86dab-a882-4fa7-97a3-7258ce0c1797,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c5cdd1a13e0fd1941614fca8e002b7b3c7e4b88d.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100365,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/4fe86dab-a882-4fa7-97a3-7258ce0c1797/manifest,,,,,3
軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例,成化17.5.10,軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例,軍民約問詞訟行就近衙門委官勘問有違定限者幷聽參問例,軍民約問詞訟行就近衙門委官勘問有遣定限者竝聽參問例,軍民約問詞訟行就近衙門委官勘問有違定限者竝聽參問例,第8冊,卷40,第3條,0040-00039,A00:6290:8,刑部類,軍民約會詞訟,下-206下表,乙5-630(40-13),1481-050-10,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/cc784669-f970-47e1-b1b6-67c69ffd90c1.json,cc784669-f970-47e1-b1b6-67c69ffd90c1,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/cc784669-f970-47e1-b1b6-67c69ffd90c1,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ca5776753aa9d46655605f8dd64a87aaf4d4a79.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100366,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/cc784669-f970-47e1-b1b6-67c69ffd90c1/manifest,,,,,6
在外約問軍民詞訟止會附近其有杭矩占恡等項參提門罪,弘治1.2.6,在外約問軍民詞訟止會附近其有杭矩占恡等項參提門罪,在外約問軍民詞訟止會附近其有抗拒占恡等項參提問罪,在外約問軍民詞訟止會附近其有(杭)[抗](矩)[拒]占恡等項參提(門)[問]罪,在外約問軍民詞訟止會附近其有抗拒佔恡等項參提問罪,第8冊,卷40,第4條,0040-00045,A00:6290:8,刑部類,軍民約會詞訟,下-209下表,乙5-635(40-14),1488-020-06,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/f194b11d-94b1-4b49-9c94-733a3430b610.json,f194b11d-94b1-4b49-9c94-733a3430b610,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/f194b11d-94b1-4b49-9c94-733a3430b610,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/1ee304dffa09f0efe7316097d4e3d240263bca6f.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100367,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/f194b11d-94b1-4b49-9c94-733a3430b610/manifest,,,,,4
軍民詞訟照例會官檢勘依限完報,弘治1.5,軍民詞訟照例會官檢勘依限完報,軍民詞訟照例會官檢勘依限完報,軍民詞訟照例會官檢勘依限完報,軍民詞訟照例會官檢勘依限完報,第8冊,卷40,第5條,0040-00048,A00:6290:8,刑部類,軍民約會詞訟,下-211上表,乙5-637(40-15),1488-050-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/e85d75fb-a1dc-4ef8-8d41-962226c3c179.json,e85d75fb-a1dc-4ef8-8d41-962226c3c179,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/e85d75fb-a1dc-4ef8-8d41-962226c3c179,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/d6c1c5cc4346f5175a9800f13fb932764ff07b4b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100368,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/e85d75fb-a1dc-4ef8-8d41-962226c3c179/manifest,,,,,1
人民及軍民相干事務委官會勘推調及違限不完問罪例,弘治2.5.6,人民及軍民相干事務委官會勘推調及違限不完問罪例,人命及軍民相干事務委官會勘推調及違限不完問罪,人(民)[命]及軍民相干事務委官會勘推調及違限不完問罪例,人命及軍民相干事務委官會勘推調及違限不完問罪[例],第8冊,卷40,第6條,0040-00049,A00:6290:8,刑部類,軍民約會詞訟,下-211下表,乙5-638(40-16),1489-050-06,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/2fe3fe9e-3030-404f-8f1a-5436c6c0d03a.json,2fe3fe9e-3030-404f-8f1a-5436c6c0d03a,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/2fe3fe9e-3030-404f-8f1a-5436c6c0d03a,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/c56d515d5964126111a190c8bbae36b83ef62e6b.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100369,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/2fe3fe9e-3030-404f-8f1a-5436c6c0d03a/manifest,,,,,3
各處鎭守官不許受理詞訟,弘治3.5,各處鎭守官不許受理詞訟,各處鎭守不許受理詞訟,各處鎭守官不許受理詞訟,各處鎭守[官]不許受理詞訟,第8冊,卷40,第7條,0040-00051,A00:6290:8,刑部類,軍民約會詞訟,下-212下表,乙5-639(40-17),1490-050-99,http://tify.sub.uni-goettingen.de/demo.html?manifest=https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/48db766a-96a2-41b2-b07e-9185779c9693.json,48db766a-96a2-41b2-b07e-9185779c9693,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin,https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/koumin/document/48db766a-96a2-41b2-b07e-9185779c9693,https://www.lib.u-tokyo.ac.jp/ja/library/contents/archives-top/reuse,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/fa43096d2ad28c66e9e09785a2b07a091b60caaf.jpg,https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/100370,"東京大学総合図書館 General Library in the University of Tokyo, JAPAN",,,皇明條法事類纂デジタルアーカイブ,,,https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/48db766a-96a2-41b2-b07e-9185779c9693/manifest,,,,,1
